"","date","region","country","cases"
"1720","2020-09-09","Northern Africa","Mauritania",26
"1721","2020-09-10","Northern Africa","Mauritania",20
"1722","2020-09-11","Northern Africa","Mauritania",44
"1723","2020-09-12","Northern Africa","Mauritania",8
"1724","2020-09-13","Northern Africa","Mauritania",2
"1725","2020-09-14","Northern Africa","Mauritania",19
"1726","2020-09-15","Northern Africa","Mauritania",24
"1727","2020-09-16","Northern Africa","Mauritania",13
"1728","2020-09-17","Northern Africa","Mauritania",14
"1729","2020-09-18","Northern Africa","Mauritania",15
"1730","2020-09-19","Northern Africa","Mauritania",4
"1731","2020-09-20","Northern Africa","Mauritania",3
"1732","2020-09-21","Northern Africa","Mauritania",16
"1733","2020-09-22","Northern Africa","Mauritania",19
"1734","2020-09-23","Northern Africa","Mauritania",22
"1735","2020-09-24","Northern Africa","Mauritania",8
"1736","2020-09-25","Northern Africa","Mauritania",24
"1737","2020-09-26","Northern Africa","Mauritania",5
"1738","2020-09-27","Northern Africa","Mauritania",2
"1739","2020-09-28","Northern Africa","Mauritania",10
"1740","2020-09-29","Northern Africa","Mauritania",14
"1741","2020-09-30","Northern Africa","Mauritania",14
"1742","2020-10-01","Northern Africa","Mauritania",3
"1743","2020-10-02","Northern Africa","Mauritania",6
"1744","2020-10-03","Northern Africa","Mauritania",6
"1745","2020-10-04","Northern Africa","Mauritania",3
"1746","2020-10-05","Northern Africa","Mauritania",3
"1747","2020-10-06","Northern Africa","Mauritania",6
"1748","2020-10-07","Northern Africa","Mauritania",6
"1749","2020-10-08","Northern Africa","Mauritania",5
"1750","2020-10-09","Northern Africa","Mauritania",8
"1751","2020-10-10","Northern Africa","Mauritania",2
"1752","2020-10-11","Northern Africa","Mauritania",0
"1753","2020-10-12","Northern Africa","Mauritania",4
"1754","2020-10-13","Northern Africa","Mauritania",11
"1755","2020-10-14","Northern Africa","Mauritania",15
"1756","2020-10-15","Northern Africa","Mauritania",5
"1757","2020-10-16","Northern Africa","Mauritania",18
"1758","2020-10-17","Northern Africa","Mauritania",4
"1759","2020-10-18","Northern Africa","Mauritania",1
"1760","2020-10-19","Northern Africa","Mauritania",13
"1761","2020-10-20","Northern Africa","Mauritania",13
"1762","2020-10-21","Northern Africa","Mauritania",4
"1763","2020-10-22","Northern Africa","Mauritania",12
"1764","2020-10-23","Northern Africa","Mauritania",12
"1765","2020-10-24","Northern Africa","Mauritania",1
"1766","2020-10-25","Northern Africa","Mauritania",1
"1767","2020-10-26","Northern Africa","Mauritania",13
"1768","2020-10-27","Northern Africa","Mauritania",3
"1769","2020-10-28","Northern Africa","Mauritania",8
"1770","2020-10-29","Northern Africa","Mauritania",12
"1771","2020-10-30","Northern Africa","Mauritania",14
"1772","2020-10-31","Northern Africa","Mauritania",3
"1773","2020-11-01","Northern Africa","Mauritania",1
"1774","2020-11-02","Northern Africa","Mauritania",7
"1775","2020-11-03","Northern Africa","Mauritania",13
"1776","2020-11-04","Northern Africa","Mauritania",20
"1777","2020-11-05","Northern Africa","Mauritania",19
"1778","2020-11-06","Northern Africa","Mauritania",27
"1779","2020-11-07","Northern Africa","Mauritania",10
"1780","2020-11-08","Northern Africa","Mauritania",6
"1781","2020-11-09","Northern Africa","Mauritania",13
"1782","2020-11-10","Northern Africa","Mauritania",15
"1783","2020-11-11","Northern Africa","Mauritania",37
"1784","2020-11-12","Northern Africa","Mauritania",15
"1785","2020-11-13","Northern Africa","Mauritania",32
"1786","2020-11-14","Northern Africa","Mauritania",16
"1787","2020-11-15","Northern Africa","Mauritania",4
"1788","2020-11-16","Northern Africa","Mauritania",27
"1789","2020-11-17","Northern Africa","Mauritania",15
"1790","2020-11-18","Northern Africa","Mauritania",16
"1791","2020-11-19","Northern Africa","Mauritania",24
"1792","2020-11-20","Northern Africa","Mauritania",41
"1793","2020-11-21","Northern Africa","Mauritania",21
"1794","2020-11-22","Northern Africa","Mauritania",32
"1795","2020-11-23","Northern Africa","Mauritania",39
"1796","2020-11-24","Northern Africa","Mauritania",26
"1797","2020-11-25","Northern Africa","Mauritania",53
"1798","2020-11-26","Northern Africa","Mauritania",42
"1799","2020-11-27","Northern Africa","Mauritania",136
"1800","2020-11-28","Northern Africa","Mauritania",34
"1801","2020-11-29","Northern Africa","Mauritania",89
"1802","2020-11-30","Northern Africa","Mauritania",54
"1803","2020-12-01","Northern Africa","Mauritania",109
"1804","2020-12-02","Northern Africa","Mauritania",153
"1805","2020-12-03","Northern Africa","Mauritania",142
"1806","2020-12-04","Northern Africa","Mauritania",176
"1807","2020-12-05","Northern Africa","Mauritania",178
"1808","2020-12-06","Northern Africa","Mauritania",157
"1809","2020-12-07","Northern Africa","Mauritania",163
"1810","2020-12-08","Northern Africa","Mauritania",197
"1811","2020-12-09","Northern Africa","Mauritania",229
"1812","2020-12-10","Northern Africa","Mauritania",163
"1813","2020-12-11","Northern Africa","Mauritania",233
"1814","2020-12-12","Northern Africa","Mauritania",279
"1815","2020-12-13","Northern Africa","Mauritania",191
"1816","2020-12-14","Northern Africa","Mauritania",164
"1817","2020-12-15","Northern Africa","Mauritania",296
"1818","2020-12-16","Northern Africa","Mauritania",198
"1819","2020-12-17","Northern Africa","Mauritania",176
"1820","2020-12-18","Northern Africa","Mauritania",241
"1821","2020-12-19","Northern Africa","Mauritania",232
"1822","2020-12-20","Northern Africa","Mauritania",140
"1823","2020-12-21","Northern Africa","Mauritania",149
"1824","2020-12-22","Northern Africa","Mauritania",178
"1825","2020-12-23","Northern Africa","Mauritania",199
"1826","2020-12-24","Northern Africa","Mauritania",174
"1827","2020-12-25","Northern Africa","Mauritania",246
"1828","2020-12-26","Northern Africa","Mauritania",152
"1829","2020-12-27","Northern Africa","Mauritania",126
"1830","2020-12-28","Northern Africa","Mauritania",136
"1831","2020-12-29","Northern Africa","Mauritania",211
"1832","2020-12-30","Northern Africa","Mauritania",202
"1833","2020-12-31","Northern Africa","Mauritania",173
"1834","2021-01-01","Northern Africa","Mauritania",217
"1835","2021-01-02","Northern Africa","Mauritania",96
"1836","2021-01-03","Northern Africa","Mauritania",117
"1837","2021-01-04","Northern Africa","Mauritania",81
"1838","2021-01-05","Northern Africa","Mauritania",106
"1839","2021-01-06","Northern Africa","Mauritania",130
"1840","2021-01-07","Northern Africa","Mauritania",103
"1841","2021-01-08","Northern Africa","Mauritania",138
"1842","2021-01-09","Northern Africa","Mauritania",77
"1843","2021-01-10","Northern Africa","Mauritania",83
"1844","2021-01-11","Northern Africa","Mauritania",99
"1845","2021-01-12","Northern Africa","Mauritania",96
"1846","2021-01-13","Northern Africa","Mauritania",87
"1847","2021-01-14","Northern Africa","Mauritania",99
"1848","2021-01-15","Northern Africa","Mauritania",70
"1849","2021-01-16","Northern Africa","Mauritania",36
"1850","2021-01-17","Northern Africa","Mauritania",40
"1851","2021-01-18","Northern Africa","Mauritania",42
"1852","2021-01-19","Northern Africa","Mauritania",66
"1853","2021-01-20","Northern Africa","Mauritania",65
"1854","2021-01-21","Northern Africa","Mauritania",54
"1855","2021-01-22","Northern Africa","Mauritania",56
"1856","2021-01-23","Northern Africa","Mauritania",35
"1857","2021-01-24","Northern Africa","Mauritania",40
"1858","2021-01-25","Northern Africa","Mauritania",24
"1859","2021-01-26","Northern Africa","Mauritania",39
"1860","2021-01-27","Northern Africa","Mauritania",46
"1861","2021-01-28","Northern Africa","Mauritania",37
"1862","2021-01-29","Northern Africa","Mauritania",33
"1863","2021-01-30","Northern Africa","Mauritania",32
"1864","2021-01-31","Northern Africa","Mauritania",27
"1865","2021-02-01","Northern Africa","Mauritania",27
"1866","2021-02-02","Northern Africa","Mauritania",27
"1867","2021-02-03","Northern Africa","Mauritania",31
"1868","2021-02-04","Northern Africa","Mauritania",20
"1869","2021-02-05","Northern Africa","Mauritania",37
"1870","2021-02-06","Northern Africa","Mauritania",15
"1871","2021-02-07","Northern Africa","Mauritania",15
"1872","2021-02-08","Northern Africa","Mauritania",20
"1873","2021-02-09","Northern Africa","Mauritania",41
"1874","2021-02-10","Northern Africa","Mauritania",34
"1875","2021-02-11","Northern Africa","Mauritania",23
"1876","2021-02-12","Northern Africa","Mauritania",29
"1877","2021-02-13","Northern Africa","Mauritania",11
"1878","2021-02-14","Northern Africa","Mauritania",9
"1879","2021-02-15","Northern Africa","Mauritania",22
"1880","2021-02-16","Northern Africa","Mauritania",20
"1881","2021-02-17","Northern Africa","Mauritania",25
"1882","2021-02-18","Northern Africa","Mauritania",17
"1883","2021-02-19","Northern Africa","Mauritania",13
"1884","2021-02-20","Northern Africa","Mauritania",12
"1885","2021-02-21","Northern Africa","Mauritania",12
"1886","2021-02-22","Northern Africa","Mauritania",15
"1887","2021-02-23","Northern Africa","Mauritania",20
"1888","2021-02-24","Northern Africa","Mauritania",28
"1889","2021-02-25","Northern Africa","Mauritania",21
"1890","2021-02-26","Northern Africa","Mauritania",8
"1891","2021-02-27","Northern Africa","Mauritania",9
"1892","2021-02-28","Northern Africa","Mauritania",11
"1893","2021-03-01","Northern Africa","Mauritania",10
"1894","2021-03-02","Northern Africa","Mauritania",18
"1895","2021-03-03","Northern Africa","Mauritania",17
"1896","2021-03-04","Northern Africa","Mauritania",15
"1897","2021-03-05","Northern Africa","Mauritania",18
"1898","2021-03-06","Northern Africa","Mauritania",24
"1899","2021-03-07","Northern Africa","Mauritania",13
"1900","2021-03-08","Northern Africa","Mauritania",18
"1901","2021-03-09","Northern Africa","Mauritania",25
"1902","2021-03-10","Northern Africa","Mauritania",20
"1903","2021-03-11","Northern Africa","Mauritania",9
"1904","2021-03-12","Northern Africa","Mauritania",16
"1905","2021-03-13","Northern Africa","Mauritania",14
"1906","2021-03-14","Northern Africa","Mauritania",14
"1907","2021-03-15","Northern Africa","Mauritania",19
"1908","2021-03-16","Northern Africa","Mauritania",30
"1909","2021-03-17","Northern Africa","Mauritania",34
"1910","2021-03-18","Northern Africa","Mauritania",21
"1911","2021-03-19","Northern Africa","Mauritania",28
"1912","2021-03-20","Northern Africa","Mauritania",17
"1913","2021-03-21","Northern Africa","Mauritania",14
"1914","2021-03-22","Northern Africa","Mauritania",29
"1915","2021-03-23","Northern Africa","Mauritania",28
"1916","2021-03-24","Northern Africa","Mauritania",32
"1917","2021-03-25","Northern Africa","Mauritania",22
"1918","2021-03-26","Northern Africa","Mauritania",33
"1919","2021-03-27","Northern Africa","Mauritania",11
"1920","2021-03-28","Northern Africa","Mauritania",15
"1921","2021-03-29","Northern Africa","Mauritania",25
"1922","2021-03-30","Northern Africa","Mauritania",28
"1923","2021-03-31","Northern Africa","Mauritania",23
"1924","2021-04-01","Northern Africa","Mauritania",31
"1925","2021-04-02","Northern Africa","Mauritania",26
"1926","2021-04-03","Northern Africa","Mauritania",13
"1927","2021-04-04","Northern Africa","Mauritania",10
"1928","2021-04-05","Northern Africa","Mauritania",12
"1929","2021-04-06","Northern Africa","Mauritania",16
"1930","2021-04-07","Northern Africa","Mauritania",19
"1931","2021-04-08","Northern Africa","Mauritania",21
"1932","2021-04-09","Northern Africa","Mauritania",10
"1933","2021-04-10","Northern Africa","Mauritania",7
"1934","2021-04-11","Northern Africa","Mauritania",10
"1935","2021-04-12","Northern Africa","Mauritania",13
"1936","2021-04-13","Northern Africa","Mauritania",17
"1937","2021-04-14","Northern Africa","Mauritania",14
"1938","2021-04-15","Northern Africa","Mauritania",6
"1939","2021-04-16","Northern Africa","Mauritania",31
"1940","2021-04-17","Northern Africa","Mauritania",18
"1941","2021-04-18","Northern Africa","Mauritania",8
"1942","2021-04-19","Northern Africa","Mauritania",13
"1943","2021-04-20","Northern Africa","Mauritania",14
"1944","2021-04-21","Northern Africa","Mauritania",19
"1945","2021-04-22","Northern Africa","Mauritania",17
"1946","2021-04-23","Northern Africa","Mauritania",15
"1947","2021-04-24","Northern Africa","Mauritania",33
"1948","2021-04-25","Northern Africa","Mauritania",17
"1949","2021-04-26","Northern Africa","Mauritania",25
"1950","2021-04-27","Northern Africa","Mauritania",32
"1951","2021-04-28","Northern Africa","Mauritania",32
"1952","2021-04-29","Northern Africa","Mauritania",31
"1953","2021-04-30","Northern Africa","Mauritania",25
"1954","2021-05-01","Northern Africa","Mauritania",27
"1955","2021-05-02","Northern Africa","Mauritania",NA
"1956","2021-05-03","Northern Africa","Mauritania",NA
"1957","2020-01-01","Northern Africa","Morocco",0
"1958","2020-01-02","Northern Africa","Morocco",0
"1959","2020-01-03","Northern Africa","Morocco",0
"1960","2020-01-04","Northern Africa","Morocco",0
"1961","2020-01-05","Northern Africa","Morocco",0
"1962","2020-01-06","Northern Africa","Morocco",0
"1963","2020-01-07","Northern Africa","Morocco",0
"1964","2020-01-08","Northern Africa","Morocco",0
"1965","2020-01-09","Northern Africa","Morocco",0
"1966","2020-01-10","Northern Africa","Morocco",0
"1967","2020-01-11","Northern Africa","Morocco",0
"1968","2020-01-12","Northern Africa","Morocco",0
"1969","2020-01-13","Northern Africa","Morocco",0
"1970","2020-01-14","Northern Africa","Morocco",0
"1971","2020-01-15","Northern Africa","Morocco",0
"1972","2020-01-16","Northern Africa","Morocco",0
"1973","2020-01-17","Northern Africa","Morocco",0
"1974","2020-01-18","Northern Africa","Morocco",0
"1975","2020-01-19","Northern Africa","Morocco",0
"1976","2020-01-20","Northern Africa","Morocco",0
"1977","2020-01-21","Northern Africa","Morocco",0
"1978","2020-01-22","Northern Africa","Morocco",0
"1979","2020-01-23","Northern Africa","Morocco",0
"1980","2020-01-24","Northern Africa","Morocco",0
"1981","2020-01-25","Northern Africa","Morocco",0
"1982","2020-01-26","Northern Africa","Morocco",0
"1983","2020-01-27","Northern Africa","Morocco",0
"1984","2020-01-28","Northern Africa","Morocco",0
"1985","2020-01-29","Northern Africa","Morocco",0
"1986","2020-01-30","Northern Africa","Morocco",0
"1987","2020-01-31","Northern Africa","Morocco",0
"1988","2020-02-01","Northern Africa","Morocco",0
"1989","2020-02-02","Northern Africa","Morocco",0
"1990","2020-02-03","Northern Africa","Morocco",0
"1991","2020-02-04","Northern Africa","Morocco",0
"1992","2020-02-05","Northern Africa","Morocco",0
"1993","2020-02-06","Northern Africa","Morocco",0
"1994","2020-02-07","Northern Africa","Morocco",0
"1995","2020-02-08","Northern Africa","Morocco",0
"1996","2020-02-09","Northern Africa","Morocco",0
"1997","2020-02-10","Northern Africa","Morocco",0
"1998","2020-02-11","Northern Africa","Morocco",0
"1999","2020-02-12","Northern Africa","Morocco",0
"2000","2020-02-13","Northern Africa","Morocco",0
"2001","2020-02-14","Northern Africa","Morocco",0
"2002","2020-02-15","Northern Africa","Morocco",0
"2003","2020-02-16","Northern Africa","Morocco",0
"2004","2020-02-17","Northern Africa","Morocco",0
"2005","2020-02-18","Northern Africa","Morocco",0
"2006","2020-02-19","Northern Africa","Morocco",0
"2007","2020-02-20","Northern Africa","Morocco",0
"2008","2020-02-21","Northern Africa","Morocco",0
"2009","2020-02-22","Northern Africa","Morocco",0
"2010","2020-02-23","Northern Africa","Morocco",0
"2011","2020-02-24","Northern Africa","Morocco",0
"2012","2020-02-25","Northern Africa","Morocco",0
"2013","2020-02-26","Northern Africa","Morocco",0
"2014","2020-02-27","Northern Africa","Morocco",0
"2015","2020-02-28","Northern Africa","Morocco",0
"2016","2020-02-29","Northern Africa","Morocco",0
"2017","2020-03-01","Northern Africa","Morocco",0
"2018","2020-03-02","Northern Africa","Morocco",1
"2019","2020-03-03","Northern Africa","Morocco",0
"2020","2020-03-04","Northern Africa","Morocco",1
"2021","2020-03-05","Northern Africa","Morocco",0
"2022","2020-03-06","Northern Africa","Morocco",0
"2023","2020-03-07","Northern Africa","Morocco",0
"2024","2020-03-08","Northern Africa","Morocco",0
"2025","2020-03-09","Northern Africa","Morocco",0
"2026","2020-03-10","Northern Africa","Morocco",1
"2027","2020-03-11","Northern Africa","Morocco",3
"2028","2020-03-12","Northern Africa","Morocco",0
"2029","2020-03-13","Northern Africa","Morocco",1
"2030","2020-03-14","Northern Africa","Morocco",10
"2031","2020-03-15","Northern Africa","Morocco",11
"2032","2020-03-16","Northern Africa","Morocco",9
"2033","2020-03-17","Northern Africa","Morocco",7
"2034","2020-03-18","Northern Africa","Morocco",10
"2035","2020-03-19","Northern Africa","Morocco",9
"2036","2020-03-20","Northern Africa","Morocco",16
"2037","2020-03-21","Northern Africa","Morocco",17
"2038","2020-03-22","Northern Africa","Morocco",19
"2039","2020-03-23","Northern Africa","Morocco",28
"2040","2020-03-24","Northern Africa","Morocco",27
"2041","2020-03-25","Northern Africa","Morocco",55
"2042","2020-03-26","Northern Africa","Morocco",50
"2043","2020-03-27","Northern Africa","Morocco",70
"2044","2020-03-28","Northern Africa","Morocco",57
"2045","2020-03-29","Northern Africa","Morocco",77
"2046","2020-03-30","Northern Africa","Morocco",77
"2047","2020-03-31","Northern Africa","Morocco",46
"2048","2020-04-01","Northern Africa","Morocco",52
"2049","2020-04-02","Northern Africa","Morocco",54
"2050","2020-04-03","Northern Africa","Morocco",53
"2051","2020-04-04","Northern Africa","Morocco",122
"2052","2020-04-05","Northern Africa","Morocco",138
"2053","2020-04-06","Northern Africa","Morocco",99
"2054","2020-04-07","Northern Africa","Morocco",21
"2055","2020-04-08","Northern Africa","Morocco",101
"2056","2020-04-09","Northern Africa","Morocco",132
"2057","2020-04-10","Northern Africa","Morocco",74
"2058","2020-04-11","Northern Africa","Morocco",97
"2059","2020-04-12","Northern Africa","Morocco",116
"2060","2020-04-13","Northern Africa","Morocco",85
"2061","2020-04-14","Northern Africa","Morocco",92
"2062","2020-04-15","Northern Africa","Morocco",150
"2063","2020-04-16","Northern Africa","Morocco",295
"2064","2020-04-17","Northern Africa","Morocco",281
"2065","2020-04-18","Northern Africa","Morocco",121
"2066","2020-04-19","Northern Africa","Morocco",170
"2067","2020-04-20","Northern Africa","Morocco",191
"2068","2020-04-21","Northern Africa","Morocco",163
"2069","2020-04-22","Northern Africa","Morocco",237
"2070","2020-04-23","Northern Africa","Morocco",122
"2071","2020-04-24","Northern Africa","Morocco",190
"2072","2020-04-25","Northern Africa","Morocco",131
"2073","2020-04-26","Northern Africa","Morocco",158
"2074","2020-04-27","Northern Africa","Morocco",68
"2075","2020-04-28","Northern Africa","Morocco",131
"2076","2020-04-29","Northern Africa","Morocco",43
"2077","2020-04-30","Northern Africa","Morocco",70
"2078","2020-05-01","Northern Africa","Morocco",210
"2079","2020-05-02","Northern Africa","Morocco",0
"2080","2020-05-03","Northern Africa","Morocco",311
"2081","2020-05-04","Northern Africa","Morocco",173
"2082","2020-05-05","Northern Africa","Morocco",166
"2083","2020-05-06","Northern Africa","Morocco",163
"2084","2020-05-07","Northern Africa","Morocco",166
"2085","2020-05-08","Northern Africa","Morocco",163
"2086","2020-05-09","Northern Africa","Morocco",199
"2087","2020-05-10","Northern Africa","Morocco",316
"2088","2020-05-11","Northern Africa","Morocco",55
"2089","2020-05-12","Northern Africa","Morocco",137
"2090","2020-05-13","Northern Africa","Morocco",48
"2091","2020-05-14","Northern Africa","Morocco",95
"2092","2020-05-15","Northern Africa","Morocco",45
"2093","2020-05-16","Northern Africa","Morocco",29
"2094","2020-05-17","Northern Africa","Morocco",106
"2095","2020-05-18","Northern Africa","Morocco",211
"2096","2020-05-19","Northern Africa","Morocco",20
"2097","2020-05-20","Northern Africa","Morocco",161
"2098","2020-05-21","Northern Africa","Morocco",78
"2099","2020-05-22","Northern Africa","Morocco",164
"2100","2020-05-23","Northern Africa","Morocco",58
"2101","2020-05-24","Northern Africa","Morocco",27
"2102","2020-05-25","Northern Africa","Morocco",72
"2103","2020-05-26","Northern Africa","Morocco",45
"2104","2020-05-27","Northern Africa","Morocco",24
"2105","2020-05-28","Northern Africa","Morocco",35
"2106","2020-05-29","Northern Africa","Morocco",54
"2107","2020-05-30","Northern Africa","Morocco",17
"2108","2020-05-31","Northern Africa","Morocco",12
"2109","2020-06-01","Northern Africa","Morocco",26
"2110","2020-06-02","Northern Africa","Morocco",33
"2111","2020-06-03","Northern Africa","Morocco",45
"2112","2020-06-04","Northern Africa","Morocco",27
"2113","2020-06-05","Northern Africa","Morocco",61
"2114","2020-06-06","Northern Africa","Morocco",26
"2115","2020-06-07","Northern Africa","Morocco",26
"2116","2020-06-08","Northern Africa","Morocco",106
"2117","2020-06-09","Northern Africa","Morocco",18
"2118","2020-06-10","Northern Africa","Morocco",25
"2119","2020-06-11","Northern Africa","Morocco",44
"2120","2020-06-12","Northern Africa","Morocco",73
"2121","2020-06-13","Northern Africa","Morocco",49
"2122","2020-06-14","Northern Africa","Morocco",45
"2123","2020-06-15","Northern Africa","Morocco",36
"2124","2020-06-16","Northern Africa","Morocco",54
"2125","2020-06-17","Northern Africa","Morocco",48
"2126","2020-06-18","Northern Africa","Morocco",206
"2127","2020-06-19","Northern Africa","Morocco",188
"2128","2020-06-20","Northern Africa","Morocco",118
"2129","2020-06-21","Northern Africa","Morocco",102
"2130","2020-06-22","Northern Africa","Morocco",92
"2131","2020-06-23","Northern Africa","Morocco",563
"2132","2020-06-24","Northern Africa","Morocco",431
"2133","2020-06-25","Northern Africa","Morocco",127
"2134","2020-06-26","Northern Africa","Morocco",221
"2135","2020-06-27","Northern Africa","Morocco",1477
"2136","2020-06-28","Northern Africa","Morocco",262
"2137","2020-06-29","Northern Africa","Morocco",137
"2138","2020-06-30","Northern Africa","Morocco",469
"2139","2020-07-01","Northern Africa","Morocco",115
"2140","2020-07-02","Northern Africa","Morocco",319
"2141","2020-07-03","Northern Africa","Morocco",534
"2142","2020-07-04","Northern Africa","Morocco",393
"2143","2020-07-05","Northern Africa","Morocco",114
"2144","2020-07-06","Northern Africa","Morocco",236
"2145","2020-07-07","Northern Africa","Morocco",165
"2146","2020-07-08","Northern Africa","Morocco",41
"2147","2020-07-09","Northern Africa","Morocco",349
"2148","2020-07-10","Northern Africa","Morocco",344
"2149","2020-07-11","Northern Africa","Morocco",171
"2150","2020-07-12","Northern Africa","Morocco",186
"2151","2020-07-13","Northern Africa","Morocco",115
"2152","2020-07-14","Northern Africa","Morocco",161
"2153","2020-07-15","Northern Africa","Morocco",327
"2154","2020-07-16","Northern Africa","Morocco",121
"2155","2020-07-17","Northern Africa","Morocco",181
"2156","2020-07-18","Northern Africa","Morocco",289
"2157","2020-07-19","Northern Africa","Morocco",221
"2158","2020-07-20","Northern Africa","Morocco",326
"2159","2020-07-21","Northern Africa","Morocco",400
"2160","2020-07-22","Northern Africa","Morocco",302
"2161","2020-07-23","Northern Africa","Morocco",570
"2162","2020-07-24","Northern Africa","Morocco",811
"2163","2020-07-25","Northern Africa","Morocco",633
"2164","2020-07-26","Northern Africa","Morocco",609
"2165","2020-07-27","Northern Africa","Morocco",500
"2166","2020-07-28","Northern Africa","Morocco",826
"2167","2020-07-29","Northern Africa","Morocco",1046
"2168","2020-07-30","Northern Africa","Morocco",1063
"2169","2020-07-31","Northern Africa","Morocco",693
"2170","2020-08-01","Northern Africa","Morocco",522
"2171","2020-08-02","Northern Africa","Morocco",659
"2172","2020-08-03","Northern Africa","Morocco",768
"2173","2020-08-04","Northern Africa","Morocco",768
"2174","2020-08-05","Northern Africa","Morocco",768
"2175","2020-08-06","Northern Africa","Morocco",1144
"2176","2020-08-07","Northern Africa","Morocco",1018
"2177","2020-08-08","Northern Africa","Morocco",1345
"2178","2020-08-09","Northern Africa","Morocco",1230
"2179","2020-08-10","Northern Africa","Morocco",830
"2180","2020-08-11","Northern Africa","Morocco",1313
"2181","2020-08-12","Northern Africa","Morocco",1314
"2182","2020-08-13","Northern Africa","Morocco",1241
"2183","2020-08-14","Northern Africa","Morocco",1306
"2184","2020-08-15","Northern Africa","Morocco",1776
"2185","2020-08-16","Northern Africa","Morocco",1472
"2186","2020-08-17","Northern Africa","Morocco",1069
"2187","2020-08-18","Northern Africa","Morocco",1245
"2188","2020-08-19","Northern Africa","Morocco",1510
"2189","2020-08-20","Northern Africa","Morocco",1500
"2190","2020-08-21","Northern Africa","Morocco",1499
"2191","2020-08-22","Northern Africa","Morocco",1500
"2192","2020-08-23","Northern Africa","Morocco",1537
"2193","2020-08-24","Northern Africa","Morocco",903
"2194","2020-08-25","Northern Africa","Morocco",1276
"2195","2020-08-26","Northern Africa","Morocco",1336
"2196","2020-08-27","Northern Africa","Morocco",1221
"2197","2020-08-28","Northern Africa","Morocco",1404
"2198","2020-08-29","Northern Africa","Morocco",1567
"2199","2020-08-30","Northern Africa","Morocco",1343
"2200","2020-08-31","Northern Africa","Morocco",1191
"2201","2020-09-01","Northern Africa","Morocco",1191
"2202","2020-09-02","Northern Africa","Morocco",1672
"2203","2020-09-03","Northern Africa","Morocco",1402
"2204","2020-09-04","Northern Africa","Morocco",1750
"2205","2020-09-05","Northern Africa","Morocco",1555
"2206","2020-09-06","Northern Africa","Morocco",2234
"2207","2020-09-07","Northern Africa","Morocco",1386
"2208","2020-09-08","Northern Africa","Morocco",1941
"2209","2020-09-09","Northern Africa","Morocco",2157
"2210","2020-09-10","Northern Africa","Morocco",1889
"2211","2020-09-11","Northern Africa","Morocco",2430
"2212","2020-09-12","Northern Africa","Morocco",2238
"2213","2020-09-13","Northern Africa","Morocco",2251
"2214","2020-09-14","Northern Africa","Morocco",1517
"2215","2020-09-15","Northern Africa","Morocco",2121
"2216","2020-09-16","Northern Africa","Morocco",1692
"2217","2020-09-17","Northern Africa","Morocco",2488
"2218","2020-09-18","Northern Africa","Morocco",2760
"2219","2020-09-19","Northern Africa","Morocco",2552
"2220","2020-09-20","Northern Africa","Morocco",1927
"2221","2020-09-21","Northern Africa","Morocco",1376
"2222","2020-09-22","Northern Africa","Morocco",2227
"2223","2020-09-23","Northern Africa","Morocco",2397
"2224","2020-09-24","Northern Africa","Morocco",2356
"2225","2020-09-25","Northern Africa","Morocco",2423
"2226","2020-09-26","Northern Africa","Morocco",2719
"2227","2020-09-27","Northern Africa","Morocco",2444
"2228","2020-09-28","Northern Africa","Morocco",1422
"2229","2020-09-29","Northern Africa","Morocco",2076
"2230","2020-09-30","Northern Africa","Morocco",2470
"2231","2020-10-01","Northern Africa","Morocco",2391
"2232","2020-10-02","Northern Africa","Morocco",2521
"2233","2020-10-03","Northern Africa","Morocco",2663
"2234","2020-10-04","Northern Africa","Morocco",2044
"2235","2020-10-05","Northern Africa","Morocco",1423
"2236","2020-10-06","Northern Africa","Morocco",2553
"2237","2020-10-07","Northern Africa","Morocco",2776
"2238","2020-10-08","Northern Africa","Morocco",2929
"2239","2020-10-09","Northern Africa","Morocco",3445
"2240","2020-10-10","Northern Africa","Morocco",3443
"2241","2020-10-11","Northern Africa","Morocco",2563
"2242","2020-10-12","Northern Africa","Morocco",1357
"2243","2020-10-13","Northern Africa","Morocco",3185
"2244","2020-10-14","Northern Africa","Morocco",3387
"2245","2020-10-15","Northern Africa","Morocco",3317
"2246","2020-10-16","Northern Africa","Morocco",3498
"2247","2020-10-17","Northern Africa","Morocco",3763
"2248","2020-10-18","Northern Africa","Morocco",2721
"2249","2020-10-19","Northern Africa","Morocco",2117
"2250","2020-10-20","Northern Africa","Morocco",3254
"2251","2020-10-21","Northern Africa","Morocco",3577
"2252","2020-10-22","Northern Africa","Morocco",4151
"2253","2020-10-23","Northern Africa","Morocco",3685
"2254","2020-10-24","Northern Africa","Morocco",4045
"2255","2020-10-25","Northern Africa","Morocco",3020
"2256","2020-10-26","Northern Africa","Morocco",2264
"2257","2020-10-27","Northern Africa","Morocco",3988
"2258","2020-10-28","Northern Africa","Morocco",3985
"2259","2020-10-29","Northern Africa","Morocco",4320
"2260","2020-10-30","Northern Africa","Morocco",3256
"2261","2020-10-31","Northern Africa","Morocco",3790
"2262","2020-11-01","Northern Africa","Morocco",3460
"2263","2020-11-02","Northern Africa","Morocco",2526
"2264","2020-11-03","Northern Africa","Morocco",4495
"2265","2020-11-04","Northern Africa","Morocco",5745
